id,svg,description,score
30,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""mist"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#a8c0ff"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#3f2b96"" stop-opacity=""0.8""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#mist)""/><rect x=""0"" y=""180"" width=""256"" height=""76"" fill=""#2c3e50""/><g transform=""translate(20, 100)""><polygon points=""10,80 30,80 20,50"" fill=""#2e8b57""/><polygon points=""10,60 30,60 20,30"" fill=""#2e8b57""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#8b4513""/></g><g transform=""translate(80, 90)""><polygon points=""10,80 30,80 20,50"" fill=""#2e8b57""/><polygon points=""10,60 30,60 20,30"" fill=""#2e8b57""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#8b4513""/></g><g transform=""translate(140, 80)""><polygon points=""10,80 30,80 20,50"" fill=""#2e8b57""/><polygon points=""10,60 30,60 20,30"" fill=""#2e8b57""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#8b4513""/></g><g transform=""translate(200, 100)""><polygon points=""10,80 30,80 20,50"" fill=""#2e8b57""/><polygon points=""10,60 30,60 20,30"" fill=""#2e8b57""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#8b4513""/></g><circle cx=""128"" cy=""50"" r=""40"" fill=""#ffd700"" opacity=""0.3""/></svg>",a mosaic of sapphire and amber tiles forming a radiant sunburst,0.4243047882086522
31,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M50,200 C50,150 80,100 130,100 C180,100 210,150 210,200 L210,250 L50,250 Z"" fill=""navy"" stroke=""black"" stroke-width=""2""/><rect x=""50"" y=""250"" width=""160"" height=""10"" fill=""black""/><rect x=""80"" y=""150"" width=""20"" height=""10"" fill=""#B5A642"" transform=""rotate(45, 90, 155)""/><rect x=""150"" y=""150"" width=""20"" height=""10"" fill=""#B5A642"" transform=""rotate(45, 160, 155)""/></svg>",a misty forest with beams of sunlight piercing through the canopy,0.31119114623896216
32,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""url(#skyGradient)""/><defs><linearGradient id=""lakeGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF8C00""/><stop offset=""100%"" stop-color=""#FFD700""/></linearGradient></defs><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""url(#lakeGradient)""/><circle cx=""128"" cy=""128"" r=""40"" fill=""#FFD700""/><ellipse cx=""128"" cy=""192"" rx=""40"" ry=""20"" fill=""#FFD700"" opacity=""0.6""/></svg>",a crimson leather jacket with quilted stitching and silver zippers,0.279615742500824
33,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""sunburstGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""sapphire""/><stop offset=""100%"" stop-color=""amber""/></radialGradient></defs><circle cx=""128"" cy=""128"" r=""128"" fill=""url(#sunburstGradient)""/><g transform=""rotate(0, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""sapphire""/></g><g transform=""rotate(45, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""amber""/></g><g transform=""rotate(90, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""sapphire""/></g><g transform=""rotate(135, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""amber""/></g><g transform=""rotate(180, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""sapphire""/></g><g transform=""rotate(225, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""amber""/></g><g transform=""rotate(270, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""sapphire""/></g><g transform=""rotate(315, 128, 128)""><polygon points=""128,0 148,60 208,60 168,100 188,160 128,120 68,160 88,100 48,60 108,60"" fill=""amber""/></g></svg>",a cascade of silver and indigo ribbons flowing in the wind,0.1722887419629136
34,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""silverGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""indigoGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(0, 50)""><path d=""M20,50 C40,30 60,70 80,50 S120,30 140,50 S180,70 200,50"" fill=""none"" stroke=""url(#silverGradient)"" stroke-width=""10""/><path d=""M20,70 C40,50 60,90 80,70 S120,50 140,70 S180,90 200,70"" fill=""none"" stroke=""url(#indigoGradient)"" stroke-width=""10""/><path d=""M20,90 C40,70 60,110 80,90 S120,70 140,90 S180,110 200,90"" fill=""none"" stroke=""url(#silverGradient)"" stroke-width=""10""/></g></svg>",a geometric sculpture of cobalt blue cubes and golden spheres,0.3741767084354948
35,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#87CEEB""/><path d=""M0 200 Q64 180 128 200 T256 200"" fill=""#1E90FF"" opacity=""0.8""/><path d=""M50 150 Q128 50 206 150"" fill=""#808080"" stroke=""#000000"" stroke-width=""2""/><path d=""M50 150 Q128 50 206 150"" fill=""none"" stroke=""#A9A9A9"" stroke-width=""4"" opacity=""0.6""/><circle cx=""64"" cy=""190"" r=""10"" fill=""#FFFFFF"" opacity=""0.5""/><circle cx=""128"" cy=""195"" r=""8"" fill=""#FFFFFF"" opacity=""0.5""/><circle cx=""192"" cy=""190"" r=""12"" fill=""#FFFFFF"" opacity=""0.5""/></svg>",a golden sunset reflecting on a tranquil lake,0.4390548870470884
36,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#f0f0f0""/><circle cx=""64"" cy=""64"" r=""32"" fill=""#CC7722""/><circle cx=""192"" cy=""64"" r=""32"" fill=""#CC7722""/><circle cx=""64"" cy=""192"" r=""32"" fill=""#CC7722""/><circle cx=""192"" cy=""192"" r=""32"" fill=""#CC7722""/><rect x=""96"" y=""96"" width=""64"" height=""64"" fill=""#0F52BA""/><rect x=""96"" y=""32"" width=""64"" height=""64"" fill=""#0F52BA""/><rect x=""32"" y=""96"" width=""64"" height=""64"" fill=""#0F52BA""/><rect x=""160"" y=""96"" width=""64"" height=""64"" fill=""#0F52BA""/><rect x=""96"" y=""160"" width=""64"" height=""64"" fill=""#0F52BA""/></svg>",emerald green velvet curtains with gold tassels,0.3930012273193405
37,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""mist"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#a0a0a0"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#d0d0d0"" stop-opacity=""0.8""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#mist)""/><rect x=""50"" y=""100"" width=""10"" height=""100"" fill=""#654321""/><rect x=""150"" y=""80"" width=""10"" height=""120"" fill=""#654321""/><rect x=""200"" y=""90"" width=""10"" height=""110"" fill=""#654321""/><circle cx=""55"" cy=""100"" r=""30"" fill=""#228B22""/><circle cx=""155"" cy=""80"" r=""40"" fill=""#228B22""/><circle cx=""205"" cy=""90"" r=""35"" fill=""#228B22""/><line x1=""0"" y1=""0"" x2=""256"" y2=""256"" stroke=""#FFD700"" stroke-width=""2"" opacity=""0.5""/><line x1=""50"" y1=""0"" x2=""256"" y2=""206"" stroke=""#FFD700"" stroke-width=""2"" opacity=""0.5""/><line x1=""100"" y1=""0"" x2=""256"" y2=""156"" stroke=""#FFD700"" stroke-width=""2"" opacity=""0.5""/><line x1=""150"" y1=""0"" x2=""256"" y2=""106"" stroke=""#FFD700"" stroke-width=""2"" opacity=""0.5""/><line x1=""200"" y1=""0"" x2=""256"" y2=""56"" stroke=""#FFD700"" stroke-width=""2"" opacity=""0.5""/></svg>",a mosaic of turquoise and amber hexagons,0.4351070075968831
38,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#8B0000""/><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""#8B0000"" stroke=""#A52A2A"" stroke-width=""4""/><g fill=""none"" stroke=""#A52A2A"" stroke-width=""2""><line x1=""60"" y1=""60"" x2=""196"" y2=""60""/><line x1=""60"" y1=""80"" x2=""196"" y2=""80""/><line x1=""60"" y1=""100"" x2=""196"" y2=""100""/><line x1=""60"" y1=""120"" x2=""196"" y2=""120""/><line x1=""60"" y1=""140"" x2=""196"" y2=""140""/><line x1=""60"" y1=""160"" x2=""196"" y2=""160""/><line x1=""60"" y1=""180"" x2=""196"" y2=""180""/><line x1=""60"" y1=""200"" x2=""196"" y2=""200""/></g><g fill=""silver""><rect x=""60"" y=""60"" width=""10"" height=""140""/><circle cx=""65"" cy=""60"" r=""5""/><circle cx=""65"" cy=""200"" r=""5""/><rect x=""186"" y=""60"" width=""10"" height=""140""/><circle cx=""191"" cy=""60"" r=""5""/><circle cx=""191"" cy=""200"" r=""5""/></g></svg>",a misty forest with towering pine trees,0.32613304961422046
39,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#004d00""/><rect x=""0"" y=""0"" width=""128"" height=""256"" fill=""#006400""/><polygon points=""128,0 128,256 100,256 100,0"" fill=""#005000""/><polygon points=""0,0 128,0 100,0 0,0"" fill=""#005000""/><rect x=""128"" y=""0"" width=""128"" height=""256"" fill=""#006400""/><polygon points=""128,0 128,256 156,256 156,0"" fill=""#005000""/><polygon points=""256,0 128,0 156,0 256,0"" fill=""#005000""/><circle cx=""128"" cy=""240"" r=""8"" fill=""#FFD700""/><circle cx=""64"" cy=""240"" r=""8"" fill=""#FFD700""/><circle cx=""192"" cy=""240"" r=""8"" fill=""#FFD700""/><line x1=""32"" y1=""0"" x2=""32"" y2=""256"" stroke=""#005000"" stroke-width=""4""/><line x1=""224"" y1=""0"" x2=""224"" y2=""256"" stroke=""#005000"" stroke-width=""4""/></svg>",navy blue suede boots with brass buckles,0.284233834135158
40,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><polygon id=""hexagon"" points=""50,0 100,0 125,43.3 100,86.6 50,86.6 25,43.3""/></defs><g transform=""translate(25, 25)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""turquoise""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""amber""/><use href=""#hexagon"" x=""150"" y=""0"" fill=""turquoise""/><use href=""#hexagon"" x=""225"" y=""0"" fill=""amber""/><use href=""#hexagon"" x=""37.5"" y=""65"" fill=""amber""/><use href=""#hexagon"" x=""112.5"" y=""65"" fill=""turquoise""/><use href=""#hexagon"" x=""187.5"" y=""65"" fill=""amber""/><use href=""#hexagon"" x=""0"" y=""130"" fill=""turquoise""/><use href=""#hexagon"" x=""75"" y=""130"" fill=""amber""/><use href=""#hexagon"" x=""150"" y=""130"" fill=""turquoise""/><use href=""#hexagon"" x=""225"" y=""130"" fill=""amber""/><use href=""#hexagon"" x=""37.5"" y=""195"" fill=""amber""/><use href=""#hexagon"" x=""112.5"" y=""195"" fill=""turquoise""/><use href=""#hexagon"" x=""187.5"" y=""195"" fill=""amber""/></g></svg>",a swirling galaxy of indigo and silver stars,0.4369229672596656
41,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FFA500""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""128"" cy=""80"" r=""40"" fill=""#FFD700""/><ellipse cx=""128"" cy=""200"" rx=""150"" ry=""50"" fill=""rgba(255, 255, 255, 0.3)""/><ellipse cx=""128"" cy=""220"" rx=""130"" ry=""40"" fill=""rgba(255, 255, 255, 0.4)""/><ellipse cx=""128"" cy=""240"" rx=""110"" ry=""30"" fill=""rgba(255, 255, 255, 0.5)""/><g opacity=""0.6""><line x1=""128"" y1=""80"" x2=""50"" y2=""200"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""128"" y1=""80"" x2=""206"" y2=""200"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""128"" y1=""80"" x2=""128"" y2=""200"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""128"" y1=""80"" x2=""90"" y2=""220"" stroke=""#FFD700"" stroke-width=""2""/><line x1=""128"" y1=""80"" x2=""166"" y2=""220"" stroke=""#FFD700"" stroke-width=""2""/></g></svg>",a geometric pattern of ochre circles and sapphire squares,0.483394673908406
42,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#8B8B83""/><rect x=""20"" y=""140"" width=""216"" height=""20"" fill=""#A9A9A9""/><rect x=""40"" y=""160"" width=""176"" height=""20"" fill=""#8B8B83""/><rect x=""60"" y=""180"" width=""136"" height=""20"" fill=""#A9A9A9""/><rect x=""80"" y=""200"" width=""96"" height=""20"" fill=""#8B8B83""/><path d=""M10,120 Q50,80 90,120 T170,80"" fill=""none"" stroke=""#228B22"" stroke-width=""10""/><path d=""M30,100 Q70,60 110,100 T190,60"" fill=""none"" stroke=""#228B22"" stroke-width=""10""/><path d=""M50,80 Q90,40 130,80 T210,40"" fill=""none"" stroke=""#228B22"" stroke-width=""10""/><path d=""M70,60 Q110,20 150,60 T230,20"" fill=""none"" stroke=""#228B22"" stroke-width=""10""/><path d=""M90,40 Q130,0 170,40 T250,0"" fill=""none"" stroke=""#228B22"" stroke-width=""10""/></svg>",a weathered stone bridge arching over a bubbling stream,0.43902749657180273
43,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M128,200 C80,200 40,160 40,120 L40,80 C40,40 80,0 128,0 C176,0 216,40 216,80 L216,120 C216,160 176,200 128,200 Z"" fill=""#0047AB""/><g fill=""none"" stroke=""#FFD700"" stroke-width=""2""><path d=""M80,80 C80,60 100,40 128,40 C156,40 176,60 176,80""/><path d=""M80,80 Q128,100 176,80""/><path d=""M60,120 Q128,140 196,120""/><path d=""M60,120 C60,100 80,80 128,80 C176,80 196,100 196,120""/><path d=""M80,160 C80,140 100,120 128,120 C156,120 176,140 176,160""/><path d=""M80,160 Q128,180 176,160""/></g></svg>",a golden sunrise breaking through a misty valley,0.4314720922077665
44,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#1A1A1A""/><circle cx=""80"" cy=""80"" r=""50"" fill=""indigo"" opacity=""0.8""/><circle cx=""120"" cy=""120"" r=""50"" fill=""indigo"" opacity=""0.8""/><circle cx=""160"" cy=""80"" r=""50"" fill=""indigo"" opacity=""0.8""/><circle cx=""200"" cy=""120"" r=""50"" fill=""indigo"" opacity=""0.8""/><circle cx=""240"" cy=""80"" r=""50"" fill=""indigo"" opacity=""0.8""/></svg>",emerald vines cascading over a weathered stone wall,0.3381446088962024
45,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""120"" fill=""none"" stroke=""#A0D8EF"" stroke-width=""10"" opacity=""0.8""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""-60"" r=""15"" fill=""#967BB6"" opacity=""0.8""/><circle cx=""40"" cy=""-40"" r=""12"" fill=""#967BB6"" opacity=""0.8""/><circle cx=""-40"" cy=""-40"" r=""12"" fill=""#967BB6"" opacity=""0.8""/><circle cx=""30"" cy=""20"" r=""10"" fill=""#967BB6"" opacity=""0.8""/><circle cx=""-30"" cy=""20"" r=""10"" fill=""#967BB6"" opacity=""0.8""/><circle cx=""0"" cy=""50"" r=""8"" fill=""#967BB6"" opacity=""0.8""/></g></svg>",a cobalt blue vase adorned with intricate gold filigree,0.418295064790264
46,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""20"" width=""156"" height=""216"" fill=""#333333"" stroke=""#000000"" stroke-width=""2""/><rect x=""50"" y=""120"" width=""156"" height=""10"" fill=""#555555""/><rect x=""60"" y=""180"" width=""40"" height=""30"" fill=""#444444"" stroke=""#000000"" stroke-width=""1""/><rect x=""156"" y=""180"" width=""40"" height=""30"" fill=""#444444"" stroke=""#000000"" stroke-width=""1""/><polygon points=""50,20 128,50 206,20"" fill=""#444444"" stroke=""#000000"" stroke-width=""1""/><rect x=""20"" y=""50"" width=""30"" height=""150"" fill=""#333333"" stroke=""#000000"" stroke-width=""2""/><rect x=""206"" y=""50"" width=""30"" height=""150"" fill=""#333333"" stroke=""#000000"" stroke-width=""2""/></svg>",a mosaic of turquoise and amber tiles forming a swirling pattern,0.3891910830900841
47,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""galaxyGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""indigo""/><stop offset=""100%"" stop-color=""black""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#galaxyGradient)""/><g transform=""rotate(-30 128 128)""><circle cx=""128"" cy=""128"" r=""100"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""80"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""60"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""40"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""20"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/></g><g transform=""rotate(30 128 128)""><circle cx=""128"" cy=""128"" r=""100"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""80"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""60"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""40"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/><circle cx=""128"" cy=""128"" r=""20"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.5""/></g><g><circle cx=""128"" cy=""128"" r=""5"" fill=""silver""/><circle cx=""100"" cy=""100"" r=""3"" fill=""silver""/><circle cx=""150"" cy=""150"" r=""3"" fill=""silver""/><circle cx=""80"" cy=""120"" r=""2"" fill=""silver""/><circle cx=""120"" cy=""80"" r=""2"" fill=""silver""/><circle cx=""160"" cy=""100"" r=""2"" fill=""silver""/><circle cx=""100"" cy=""160"" r=""2"" fill=""silver""/><circle cx=""140"" cy=""140"" r=""2"" fill=""silver""/><circle cx=""90"" cy=""90"" r=""2"" fill=""silver""/><circle cx=""170"" cy=""130"" r=""2"" fill=""silver""/></g></svg>",a charcoal gray trench coat with a belted waist and deep pockets,0.39038564989451635
48,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""mist"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#a8c0ff"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#ffffff"" stop-opacity=""0.8""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#mist)""/><rect x=""0"" y=""180"" width=""256"" height=""76"" fill=""#4a3b2a""/><g transform=""translate(20, 100)""><polygon points=""10,80 30,80 20,40"" fill=""#2d5a27""/><polygon points=""10,80 30,80 20,40"" transform=""translate(0, -40)"" fill=""#2d5a27""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#3e2d1e""/></g><g transform=""translate(60, 80)""><polygon points=""10,80 30,80 20,40"" fill=""#2d5a27""/><polygon points=""10,80 30,80 20,40"" transform=""translate(0, -40)"" fill=""#2d5a27""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#3e2d1e""/></g><g transform=""translate(100, 120)""><polygon points=""10,80 30,80 20,40"" fill=""#2d5a27""/><polygon points=""10,80 30,80 20,40"" transform=""translate(0, -40)"" fill=""#2d5a27""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#3e2d1e""/></g><g transform=""translate(140, 90)""><polygon points=""10,80 30,80 20,40"" fill=""#2d5a27""/><polygon points=""10,80 30,80 20,40"" transform=""translate(0, -40)"" fill=""#2d5a27""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#3e2d1e""/></g><g transform=""translate(180, 110)""><polygon points=""10,80 30,80 20,40"" fill=""#2d5a27""/><polygon points=""10,80 30,80 20,40"" transform=""translate(0, -40)"" fill=""#2d5a27""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#3e2d1e""/></g><g transform=""translate(220, 100)""><polygon points=""10,80 30,80 20,40"" fill=""#2d5a27""/><polygon points=""10,80 30,80 20,40"" transform=""translate(0, -40)"" fill=""#2d5a27""/><rect x=""18"" y=""80"" width=""4"" height=""20"" fill=""#3e2d1e""/></g></svg>",a cluster of lavender spheres suspended in a glass orb,0.3747372950986704
49,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#228B22""/><path d=""M0,128 Q64,96 128,128 T256,128"" fill=""#40E0D0""/><ellipse cx=""50"" cy=""50"" rx=""30"" ry=""60"" fill=""#006400""/><ellipse cx=""200"" cy=""60"" rx=""40"" ry=""70"" fill=""#006400""/><ellipse cx=""100"" cy=""200"" rx=""50"" ry=""80"" fill=""#006400""/><ellipse cx=""150"" cy=""150"" rx=""40"" ry=""60"" fill=""#006400""/><ellipse cx=""30"" cy=""180"" rx=""30"" ry=""50"" fill=""#006400""/><ellipse cx=""220"" cy=""200"" rx=""40"" ry=""70"" fill=""#006400""/></svg>",a crimson velvet armchair with tufted detailing and brass studs,0.3188455135436111
50,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#FFE4E1""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#C8E6C9""/><g fill=""#FF69B4""><circle cx=""50"" cy=""180"" r=""5""/><circle cx=""80"" cy=""160"" r=""5""/><circle cx=""120"" cy=""200"" r=""5""/><circle cx=""150"" cy=""170"" r=""5""/><circle cx=""200"" cy=""190"" r=""5""/><circle cx=""230"" cy=""160"" r=""5""/></g><g fill=""#FFD700""><circle cx=""30"" cy=""200"" r=""5""/><circle cx=""100"" cy=""180"" r=""5""/><circle cx=""170"" cy=""200"" r=""5""/><circle cx=""220"" cy=""180"" r=""5""/></g></svg>",a field of sunflowers stretching toward a pale yellow horizon,0.4079433434729165
51,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#1a2a1a""/><path d=""M0,128 Q64,96 128,128 T256,128"" fill=""#00a86b"" stroke=""#007a50"" stroke-width=""4""/><polygon points=""20,256 40,150 60,256"" fill=""#2c4a2c""/><polygon points=""50,256 70,130 90,256"" fill=""#2c4a2c""/><polygon points=""80,256 100,110 120,256"" fill=""#2c4a2c""/><polygon points=""196,256 216,150 236,256"" fill=""#2c4a2c""/><polygon points=""166,256 186,130 206,256"" fill=""#2c4a2c""/><polygon points=""136,256 156,110 176,256"" fill=""#2c4a2c""/><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""rgba(0,0,0,0.3)""/></svg>","a jade green river winding through a dense, shadowy forest",0.5000371760338884
52,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""150"" width=""156"" height=""60"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><rect x=""60"" y=""140"" width=""136"" height=""10"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><rect x=""50"" y=""50"" width=""156"" height=""100"" fill=""#8B0000"" stroke=""#4B0000"" stroke-width=""2""/><line x1=""80"" y1=""60"" x2=""80"" y2=""140"" stroke=""#4B0000"" stroke-width=""2""/><line x1=""110"" y1=""60"" x2=""110"" y2=""140"" stroke=""#4B0000"" stroke-width=""2""/><line x1=""140"" y1=""60"" x2=""140"" y2=""140"" stroke=""#4B0000"" stroke-width=""2""/><line x1=""170"" y1=""60"" x2=""170"" y2=""140"" stroke=""#4B0000"" stroke-width=""2""/><circle cx=""60"" cy=""60"" r=""3"" fill=""#B8860B""/><circle cx=""60"" cy=""90"" r=""3"" fill=""#B8860B""/><circle cx=""60"" cy=""120"" r=""3"" fill=""#B8860B""/><circle cx=""190"" cy=""60"" r=""3"" fill=""#B8860B""/><circle cx=""190"" cy=""90"" r=""3"" fill=""#B8860B""/><circle cx=""190"" cy=""120"" r=""3"" fill=""#B8860B""/></svg>",a series of overlapping indigo circles on a matte black background,0.4388106908343071
53,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g transform=""translate(50, 50)""><path d=""M20,20 Q40,10 60,20 Q80,30 60,60 Q40,90 20,60 Z"" fill=""navy"" stroke=""silver"" stroke-width=""2""/><path d=""M30,30 Q40,25 50,30 Q60,35 50,50 Q40,65 30,50 Z"" fill=""navy"" stroke=""silver"" stroke-width=""2""/></g><g transform=""translate(150, 50)""><path d=""M20,20 Q40,10 60,20 Q80,30 60,60 Q40,90 20,60 Z"" fill=""navy"" stroke=""silver"" stroke-width=""2""/><path d=""M30,30 Q40,25 50,30 Q60,35 50,50 Q40,65 30,50 Z"" fill=""navy"" stroke=""silver"" stroke-width=""2""/></g></svg>",a turquoise river winding through a dense jungle,0.2801926284028174
