id,svg,description,score
116,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#990000""/></linearGradient><linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#000099""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#grad1)"" stroke=""#660000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#grad2)"" stroke=""#000066"" stroke-width=""3"" rx=""10""/><g transform=""rotate(45 128 128)""><rect x=""103"" y=""103"" width=""50"" height=""50"" fill=""#ffffff"" opacity=""0.3"" rx=""5""/></g></svg>",a cluster of brushed-brass polygons on emerald velvet,0.45427995756779116
117,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",a diagonal weave of scarlet threads and pewter hoops,0.4346972512100425
118,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>",a neon green hexagon bisected by jagged cobalt lines,0.389574204179688
119,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4a6fa5""/><stop offset=""100%"" stop-color=""#166088""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#grad1)"" opacity=""0.9""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""4""/><polygon points=""-40,-40 40,-40 0,40"" fill=""#ffffff"" opacity=""0.8"" transform=""rotate(30)""/><g transform=""rotate(45) scale(0.6)""><rect x=""-25"" y=""-25"" width=""50"" height=""50"" fill=""#ffffff"" opacity=""0.7""/><circle cx=""0"" cy=""0"" r=""15"" fill=""#4a6fa5""/></g><line x1=""-60"" y1=""0"" x2=""60"" y2=""0"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><line x1=""0"" y1=""-60"" x2=""0"" y2=""60"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/></g><ellipse cx=""64"" cy=""64"" rx=""20"" ry=""30"" fill=""#feb47b"" opacity=""0.7"" transform=""rotate(-15, 64, 64)""/><ellipse cx=""192"" cy=""192"" rx=""20"" ry=""30"" fill=""#feb47b"" opacity=""0.7"" transform=""rotate(15, 192, 192)""/></svg>",sunburst yellow circles nested within charcoal squares,0.47075175799189517
120,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#grad1)""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""none"" stroke=""#ffffff"" stroke-width=""8"" opacity=""0.8""/><polygon points=""-40,-40 40,-40 40,40 -40,40"" fill=""url(#grad2)"" stroke=""#ffffff"" stroke-width=""4""/><g transform=""rotate(45)""><line x1=""-30"" y1=""0"" x2=""30"" y2=""0"" stroke=""#ffffff"" stroke-width=""3""/><line x1=""0"" y1=""-30"" x2=""0"" y2=""30"" stroke=""#ffffff"" stroke-width=""3""/></g><circle cx=""0"" cy=""0"" r=""10"" fill=""#ffffff"" opacity=""0.9""/></g><polyline points=""20,20 60,20 60,60 20,60 20,20"" fill=""none"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><polyline points=""196,196 236,196 236,236 196,236 196,196"" fill=""none"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/></svg>",a matte black sphere wrapped in intersecting vermillion ribbons,0.4392215032536854
121,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",turquoise chevrons marching across a pearl white field,0.4021669856409065
122,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",a honeycomb grid filled with alternating amber and slate hexagons,0.38743582854380326
123,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%""><stop offset=""0%"" stop-color=""#87CEEB""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient><radialGradient id=""sunGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""128"" cy=""80"" r=""40"" fill=""url(#sunGradient)""/><polygon points=""0,256 80,150 160,200 256,120 256,256"" fill=""#2E8B57"" opacity=""0.9""/><polygon points=""0,256 40,180 120,220 200,160 256,190 256,256"" fill=""#228B22"" opacity=""0.8""/><ellipse cx=""128"" cy=""230"" rx=""100"" ry=""30"" fill=""#4682B4"" opacity=""0.7""/><g transform=""translate(40, 180)""><rect x=""0"" y=""0"" width=""8"" height=""30"" fill=""#8B4513""/><polygon points=""-15,0 23,0 4,-40"" fill=""#006400""/></g><g transform=""translate(200, 190)""><rect x=""0"" y=""0"" width=""8"" height=""30"" fill=""#8B4513""/><polygon points=""-15,0 23,0 4,-40"" fill=""#006400""/></g><g opacity=""0.9""><ellipse cx=""60"" cy=""60"" rx=""25"" ry=""20"" fill=""white""/><ellipse cx=""80"" cy=""60"" rx=""20"" ry=""15"" fill=""white""/><ellipse cx=""40"" cy=""60"" rx=""15"" ry=""15"" fill=""white""/></g><g transform=""translate(150, 40)"" opacity=""0.9""><ellipse cx=""0"" cy=""0"" rx=""25"" ry=""20"" fill=""white""/><ellipse cx=""20"" cy=""0"" rx=""20"" ry=""15"" fill=""white""/><ellipse cx=""-20"" cy=""0"" rx=""15"" ry=""15"" fill=""white""/></g></svg>",emerald ellipses floating above a brushed aluminum plane,0.4775475567351822
124,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""100%"" stop-color=""#FFD700""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""150"" fill=""url(#skyGradient)""/><circle cx=""300"" cy=""50"" r=""30"" fill=""#FF4500"" opacity=""0.9""/><polygon points=""0,150 100,50 200,150"" fill=""#2F4F4F""/><polygon points=""100,150 200,30 300,150"" fill=""#556B2F""/><polygon points=""200,150 300,70 400,150"" fill=""#708090""/><rect x=""0"" y=""150"" width=""400"" height=""150"" fill=""url(#waterGradient)""/><polygon points=""0,150 100,250 200,150"" fill=""#2F4F4F"" opacity=""0.4""/><polygon points=""100,150 200,270 300,150"" fill=""#556B2F"" opacity=""0.4""/><polygon points=""200,150 300,230 400,150"" fill=""#708090"" opacity=""0.4""/><ellipse cx=""300"" cy=""150"" rx=""35"" ry=""10"" fill=""#FF4500"" opacity=""0.3""/></svg>",a radial pattern of indigo diamonds and ivory dots,0.560513657258836
125,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#ff7b54""/><stop offset=""100%"" stop-color=""#ffb26b""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#5a7bd5""/><stop offset=""100%"" stop-color=""#3a56b0""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><polygon points=""0,300 100,150 200,250 300,100 400,300 500,200 600,350 700,250 800,300"" fill=""#4a3a2e"" opacity=""0.8""/><polygon points=""0,300 50,200 150,250 250,150 350,300 450,220 550,300 650,200 750,280 800,300"" fill=""#3a2a1e""/><rect x=""0"" y=""300"" width=""800"" height=""200"" fill=""url(#waterGradient)""/><ellipse cx=""400"" cy=""350"" rx=""150"" ry=""30"" fill=""#ffd166"" opacity=""0.4""/><g transform=""translate(500, 350)""><path d=""M-50,0 L50,0 L30,20 L-30,20 Z"" fill=""#5e3023""/><polygon points=""-5,-40 -5,0 5,0 5,-40"" fill=""#8b5a2b""/><path d=""M5,-40 L50,-20"" stroke=""#8b5a2b"" stroke-width=""3""/></g><path d=""M0,350 Q50,340 100,350 T200,350 T300,350 T400,350 T500,350 T600,350 T700,350 T800,350"" stroke=""#7a9cc6"" stroke-width=""2"" fill=""none""/></svg>",crimson zigzags stitched onto a khaki canvas,0.4996684428538558
126,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E3F66""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><polygon points=""0,500 200,200 400,350 600,100 800,500"" fill=""#4A2511"" opacity=""0.9""/><polygon points=""0,500 150,250 300,400 500,150 800,500"" fill=""#2D1609"" opacity=""0.9""/><circle cx=""700"" cy=""100"" r=""60"" fill=""#FFD700"" opacity=""0.9""/><ellipse cx=""400"" cy=""450"" rx=""300"" ry=""50"" fill=""url(#waterGradient)""/><polygon points=""0,450 200,450 400,400 600,450 800,450"" fill=""#2D1609"" opacity=""0.4""/><polygon points=""0,450 150,450 300,430 500,450 800,450"" fill=""#4A2511"" opacity=""0.4""/></svg>",a tessellation of mint triangles and coral parallelograms,0.5626039007160674
127,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""gradient1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#990000""/></linearGradient><linearGradient id=""gradient2"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#000099""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#gradient1)"" stroke=""#660000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#gradient2)"" stroke=""#000066"" stroke-width=""4""/></svg>",a copper wireframe cube housing a molten gold orb,0.45340899773681553
128,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""88"" y=""88"" width=""80"" height=""80"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3""/></svg>",lime green stripes undulating across a matte black cylinder,0.3398428463218818
129,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""10""/></svg>",a perforated steel disk with scattered sapphire rivets,0.4419473296193198
130,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>",a gradient of violet squares dissolving into obsidian,0.44781810746358963
131,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4"" rx=""10""/></svg>",a geometric fox silhouette composed of burnt orange polygons,0.40072082277550497
132,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>",a checkerboard of eggshell and slate rectangles tilted at 45 degrees,0.40059308159437473
133,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>",a cluster of frosted glass spheres with embedded bronze filaments,0.41969951162790303
134,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>",a zigzag border of cerulean and maize triangles,0.41060050713758295
135,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""gradient1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></linearGradient><radialGradient id=""gradient2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#4b6cb7""/><stop offset=""100%"" stop-color=""#182848""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#gradient1)""/><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""80"" fill=""none"" stroke=""#ffffff"" stroke-width=""8""/><polygon points=""-40,-40 40,-40 40,40 -40,40"" fill=""url(#gradient2)"" stroke=""#ffffff"" stroke-width=""4""/><g transform=""rotate(45)""><line x1=""-30"" y1=""0"" x2=""30"" y2=""0"" stroke=""#ffffff"" stroke-width=""3""/><line x1=""0"" y1=""-30"" x2=""0"" y2=""30"" stroke=""#ffffff"" stroke-width=""3""/></g><circle cx=""0"" cy=""0"" r=""15"" fill=""#ffffff"" opacity=""0.8""/></g><polyline points=""20,20 60,20 60,60 20,60 20,20"" fill=""none"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/><polyline points=""196,196 236,196 236,236 196,236 196,196"" fill=""none"" stroke=""#ffffff"" stroke-width=""2"" opacity=""0.6""/></svg>",a minimalist mountain range cut from brushed titanium,0.4474694975034904
136,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>",a spiraling lattice of eggplant and silver wire,0.4199150550725976
137,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",a pixelated waterfall of aqua and onyx blocks,0.44484646184740084
138,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",emerald hexagons tiled on a charcoal background,0.41152585807937253
139,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>",golden zigzags intersecting with navy circles,0.39329239628808255
140,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""150"" fill=""url(#skyGradient)""/><polygon points=""0,150 50,100 100,130 150,80 200,120 250,70 300,110 350,90 400,150"" fill=""#2D3436""/><circle cx=""300"" cy=""80"" r=""25"" fill=""#FFE66D""/><rect x=""0"" y=""150"" width=""400"" height=""150"" fill=""url(#waterGradient)""/><g transform=""translate(150,160)""><polygon points=""0,0 50,0 40,20 10,20"" fill=""#6D6875""/><line x1=""25"" y1=""0"" x2=""25"" y2=""-30"" stroke=""#6D6875"" stroke-width=""2""/><polygon points=""25,-30 25,-10 60,-15"" fill=""#B5838D""/></g><g opacity=""0.6""><ellipse cx=""100"" cy=""200"" rx=""30"" ry=""5"" fill=""#F7FFF7"" opacity=""0.5""/><ellipse cx=""250"" cy=""220"" rx=""40"" ry=""7"" fill=""#F7FFF7"" opacity=""0.5""/><ellipse cx=""180"" cy=""250"" rx=""25"" ry=""4"" fill=""#F7FFF7"" opacity=""0.5""/></g></svg>",lime green polka dots on a deep violet square,0.4251526060070645
141,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""sky"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient><linearGradient id=""water"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""150"" fill=""url(#sky)""/><polygon points=""0,150 50,100 100,130 150,80 200,120 250,70 300,110 350,60 400,100 400,150"" fill=""#2F4F4F""/><rect x=""0"" y=""150"" width=""400"" height=""150"" fill=""url(#water)""/><polygon points=""200,180 220,200 180,200"" fill=""#8B4513""/><rect x=""190"" y=""170"" width=""20"" height=""10"" fill=""#A0522D""/><circle cx=""300"" cy=""70"" r=""20"" fill=""#FFD700""/><polygon points=""290,150 310,150 300,170"" fill=""#FFD700"" opacity=""0.6""/></svg>",cobalt blue stripes alternating with matte black bands,0.4687300200399255
142,"<svg viewBox=""0 0 800 600"" width=""800"" height=""600""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FFA07A""/><stop offset=""100%"" stop-color=""#87CEEB""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""600"" fill=""url(#skyGradient)""/><polygon points=""0,300 200,100 400,250 600,150 800,350 800,600 0,600"" fill=""#2F4F4F"" opacity=""0.8""/><polygon points=""0,350 150,200 300,300 500,180 700,280 800,400 800,600 0,600"" fill=""#556B2F"" opacity=""0.7""/><circle cx=""700"" cy=""150"" r=""60"" fill=""#FFD700"" opacity=""0.9""/><ellipse cx=""400"" cy=""550"" rx=""300"" ry=""80"" fill=""url(#waterGradient)"" opacity=""0.8""/><path d=""M650,500 Q700,550 750,500 L800,550 L800,600 L650,600 Z"" fill=""#FFD700"" opacity=""0.3""/><g fill=""#228B22""><polygon points=""50,450 70,400 90,450""/><polygon points=""100,500 120,450 140,500""/><polygon points=""700,500 720,450 740,500""/><polygon points=""750,450 770,400 790,450""/></g></svg>",a copper wire helix coiled around a slate gray cylinder,0.4574552041841003
143,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",neon pink chevrons layered over a mint grid,0.3982641536539836
